7,2,4,3,10,8,type
0.28,2.43,127,15.6,1.04,2.29,1
0.26,2.14,100,11.2,1.05,1.28,1
0.3,2.67,101,18.6,1.03,2.81,1
0.24,2.5,113,16.8,0.86,2.18,1
0.39,2.87,118,21,1.04,1.82,1
0.34,2.45,112,15.2,1.05,1.97,1
0.3,2.45,96,14.6,1.02,1.98,1
0.31,2.61,121,17.6,1.06,1.25,1
0.29,2.17,97,14,1.08,1.98,1
0.22,2.27,98,16,1.01,1.85,1
0.22,2.3,105,18,1.25,2.38,1
0.26,2.32,95,16.8,1.17,1.57,1
0.29,2.41,89,16,1.15,1.81,1
0.43,2.39,91,11.4,1.25,2.81,1
0.29,2.38,102,12,1.2,2.96,1
0.3,2.7,112,17.2,1.28,1.46,1
0.33,2.72,120,20,1.07,1.97,1
0.4,2.62,115,20,1.13,1.72,1
0.32,2.48,108,16.5,1.23,1.86,1
0.17,2.56,116,15.2,0.96,1.66,1
0.24,2.28,126,16,1.09,2.1,1
0.25,2.65,102,18.6,1.03,1.98,1
0.27,2.36,101,16.6,1.11,1.69,1
0.26,2.52,95,17.8,1.09,1.46,1
0.28,2.61,96,20,1.12,1.66,1
0.47,3.22,124,25,1.13,1.92,1
0.34,2.62,93,16.1,0.92,1.45,1
0.27,2.14,94,17,1.02,1.35,1
0.37,2.8,107,19.4,1.25,1.76,1
0.26,2.21,96,16,1.04,1.98,1
0.29,2.7,101,22.5,1.19,2.38,1
0.22,2.36,106,19.1,1.09,1.95,1
0.42,2.36,104,17.2,1.23,1.97,1
0.5,2.7,132,19.5,1.25,1.35,1
0.29,2.65,110,19,1.1,1.54,1
0.26,2.41,100,20.5,1.04,1.86,1
0.34,2.84,110,15.5,1.09,1.36,1
0.29,2.55,98,18,1.12,1.44,1
0.28,2.1,98,15.5,1.18,1.37,1
0.2,2.51,128,13.2,0.89,2.08,1
0.34,2.31,117,16.2,0.95,2.34,1
0.27,2.12,90,18.8,0.91,1.48,1
0.17,2.59,101,15,0.88,1.7,1
0.32,2.29,103,17.5,0.82,1.66,1
0.28,2.1,107,17,0.88,2.03,1
0.3,2.44,111,18.9,0.87,1.25,1
0.27,2.28,102,16,1.04,2.19,1
0.21,2.12,101,16,0.91,2.14,1
0.32,2.4,103,18.8,1.07,2.38,1
0.32,2.27,108,17.4,1.12,2.08,1
0.17,2.04,92,12.4,1.12,2.91,1
0.22,2.6,94,17.2,1.24,2.29,1
0.32,2.42,111,14,1.01,1.87,1
0.39,2.68,115,17.1,1.13,1.68,1
0.21,2.25,118,16.4,0.92,1.62,1
0.2,2.46,116,20.5,0.98,2.45,1
0.26,2.3,118,16.3,0.94,2.03,1
0.31,2.68,102,16.8,1.07,1.66,1
0.19,2.5,108,16.7,0.89,2.04,1
0.28,1.36,88,10.6,1.05,0.42,2
0.63,2.28,101,16,1.25,0.41,2
0.53,2.02,100,16.8,0.98,0.62,2
0.32,1.92,94,18,1.23,0.73,2
0.19,2.16,87,19,1.22,1.87,2
0.45,2.53,104,19,1.45,1.03,2
0.37,2.56,98,18.1,1.19,2.08,2
0.26,1.7,78,15,1.12,2.28,2
0.27,1.92,78,19.6,1.12,1.04,2
0.55,2.36,110,17,1.02,0.42,2
0.14,1.75,151,16.8,1.28,2.5,2
0.37,2.21,103,20.4,0.906,1.46,2
0.21,2.67,86,25,1.36,1.87,2
0.27,2.24,87,24,0.98,1.03,2
0.21,2.6,139,30,1.31,1.96,2
0.13,2.3,101,21,0.99,1.65,2
0.34,1.92,97,16,1.23,1.15,2
0.24,1.71,86,16,1.19,1.46,2
0.43,2.23,112,18,0.96,0.95,2
0.35,1.95,136,14.8,1.06,2.76,2
0.43,2.4,101,23,1.19,1.95,2
0.3,2,86,19,1.38,1.43,2
0.26,2.2,86,18.8,1.16,1.77,2
0.4,2.51,78,24,1.31,1.4,2
0.61,2.32,85,22.5,0.84,1.62,2
0.22,2.58,94,18,0.79,2.35,2
0.3,2.24,99,18,1.23,1.46,2
0.43,2.31,90,22.8,1.33,1.56,2
0.4,2.62,88,26,1.36,1.34,2
0.48,2.46,84,21.6,1,1.35,2
0.42,2.3,70,23.6,1.07,1.38,2
0.52,2.32,81,18.5,1.08,1.64,2
0.5,2.42,86,22,1.05,1.63,2
0.58,2.26,80,20.7,0.96,1.62,2
0.25,2.22,88,18,1.15,1.99,2
